event_name,clean_page_location,unique_users
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Chicago+Campus+Unisex+Tee,22
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Charcoal+Onesie,22
scroll,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Cup+Cap+Tumbler+Grey,22
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Clear+Pen+4pack,22
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Accessories/IamRemarkable+Lapel+Pin,22
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+PNW+Campus+Unisex+Tee,22
scroll,shop.googlemerchandisestore.com/Google+Redesign/Bags,22
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Tech+Taco,22
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Electronics,22
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+PNW+Campus+Unisex+Tee,22
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Youth+Tee+Navy,22
scroll,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Incognito+Laptop+Organizer+V2,22
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Bot,22
user_engagement,shop.googlemerchandisestore.com/google+redesign/bags/google+utility+backpack,22
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Chicago+Campus+Mug,22
scroll,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Large+Tote+White,22
select_item,shop.googlemerchandisestore.com/Google+Redesign/Stationery/Stickers,22
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mens+Tech+Fleece+Vest+Charcoal,21
first_visit,shop.googlemerchandisestore.com/home,21
session_start,shop.googlemerchandisestore.com/home,21
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Mouse+Pad+Navy,21
first_visit,shop.googlemerchandisestore.com/store.html/quickview,21
user_engagement,shop.googlemerchandisestore.com/google+redesign/lifestyle/fun/malibu+sunglasses,21
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/android+crew+socks+summer+18,21
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Stainless+Straight+Straw+and+Cleaner,21
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Youtube+Favorite+Tee+White,21
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Speckled+Beanie+Navy,21
user_engagement,shop.googlemerchandisestore.com/google+redesign/accessories/google+pride+sticker,21
user_engagement,shop.googlemerchandisestore.com/eco/organic+cotton+t-shirt+-+red,21
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Stainless+Straight+Straw+and+Cleaner,21
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Zip+Hoodie,21
page_view,shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Iconic+Notebook,21
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/YouTube+Play+Mug,21
session_start,shop.googlemerchandisestore.com/storeitem,21
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Chicago+Campus+Mug,21
view_item,shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Iconic+Notebook,21
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mens+Softshell+Moss,21
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Chicago+Campus+Mug,21
select_item,shop.googlemerchandisestore.com/Google+Redesign/Lifestyle,21
scroll,shop.googlemerchandisestore.com/Google Redesign/Office,21
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Android+Iconic+Glass+Bottle+Green,21
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Stan+and+Friends+Toddler+Tee+Green,21
select_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Socks,21
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Tee+Charcoal,21
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Leather+Strap+Hat+Black,20
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Split+Seam+Tee+Olive,20
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Tablet+Case,20
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Zip+Hoodie,20
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Brands/YouTube,20
page_view,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Confetti+Pen+White,20
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tracking+Hat,20
page_view,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Lilac,20
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Ladies+Tee,20
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Small+Goods/Mommy+Works+at+Google+Book,20
session_start,http://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/youtube,20
page_view,http://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/youtube,20
view_item,shop.googlemerchandisestore.com/storeitem,20
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Onesie+Navy,20
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Tech+Fleece+Vest+Charcoal,20
first_visit,shop.googlemerchandisestore.com/google+redesign/apparel/mens/mens+t+shirts,20
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+NYC+Campus+Bottle,20
scroll,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Sustainable+Pencil+Pouch,20
page_view,shop.googlemerchandisestore.com/basket.html/home,20
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+NYC+Campus+Bottle,20
session_start,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Incognito+Messenger+Bag,20
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+Red,20
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Seattle+Campus+Unisex+Tee,20
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Bot,20
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Eco+Tee+Black,20
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/google+clear+framed+gray+shades,20
page_view,shop.googlemerchandisestore.com/google+redesign/kids/google+trike+tee+black+2t,20
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Ladies+Tee,20
scroll,shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Google+Kick+Ball,20
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+Dark+Blue,20
session_start,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Camp+Mug+Ivory,20
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Seattle+Campus+Unisex+Tee,20
user_engagement,shop.googlemerchandisestore.com/home,19
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Youth+Tee+Navy,19
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Sherpa+Zip+Hoodie+Charcoal,19
page_view,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Bottle,19
select_item,shop.googlemerchandisestore.com/Google+Redesign/bags/backpacks,19
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mural+Socks,19
view_item,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Lilac,19
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+24oz+Ring+Bottle+Red,19
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Accessories/YouTube+Small+Sticker+Sheet,19
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Iconic+Notebook,19
scroll,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Google+Striped+Penny+Pouch,19
session_start,shop.googlemerchandisestore.com/store-policies/frequently-asked-questions/home,19
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+NYC+Campus+Bottle,19
scroll,shop.googlemerchandisestore.com/Google+Redesign/ApparelGoogle+Beekeepers+Tee+Mint,19
first_visit,shop.googlemerchandisestore.com/google+redesign/lifestyle/bags,19
session_start,shop.googlemerchandisestore.com/BLM,19
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Stainless+Straight+Straw+and+Cleaner,19
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+24oz+Ring+Bottle+Red,19
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Womens/Womens+T+Shirts,19
view_item,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Bottle,19
add_to_cart,shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand,19
page_view,shop.googlemerchandisestore.com/eco/organic+basic+t-shirt,19
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Canteen+Bottle+Black,19
view_item,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Pen+Green,19
page_view,http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand,19
first_visit,http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand,19
session_start,http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand,19
page_view,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Pen+Green,19
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Felt+Luggage+Tag,19
scroll,shop.googlemerchandisestore.com/home,19
user_engagement,shop.googlemerchandisestore.com/shop.axd/cart,19
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Seattle+Campus+Unisex+Tee,19
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Ladies+Tee,19
session_start,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Mural+Bottle,19
add_to_cart,shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Android,19
scroll,shop.googlemerchandisestore.com/clearance/clearance-accessories,19
view_item,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Confetti+Pen+White,19
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+See+no+hear+no+set,19
page_view,shop.googlemerchandisestore.com/Google+Redesign/Electronics/Audio,19
select_item,shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Google,19
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Ladies+Tee,18
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Ladies+Tee,18
user_engagement,shop.googlemerchandisestore.com/basket.html/home,18
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/mens/mens+t+shirts/quickview,18
page_view,shop.googlemerchandisestore.com/google+redesign/office/android+notebook+set+black,18
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Ladies+Tee,18
session_start,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Thermal+Tumbler+Navy,18
scroll,shop.googlemerchandisestore.com/store-policies/frequently-asked-questions/home,18
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+Blue,18
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Keychain+19,18
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Tudes+Thermal+Bottle,18
first_visit,http://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/youtube,18
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Emoji+Magnet+Set,18
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+24oz+Ring+Bottle+Red,18
scroll,shop.googlemerchandisestore.com/google+redesign/apparel/youtube+icon+tee+charcoal,18
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Standards+Zip+Hoodie+Black,18
view_item_list,shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,18
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Boulder+Campus+Zip+Hoodie,18
scroll,shop.googlemerchandisestore.com/BLM,18
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Onesie+Navy,18
view_item,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+NYC+Campus+Sticker,18
scroll,shop.googlemerchandisestore.com/Google+Redesign/Electronics/Audio,18
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Bags,18
session_start,shop.googlemerchandisestore.com/Google+Redesign/Google+Blue+Stojo+Cup,18
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+PNW+Campus+Mug,18
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Pen+Green,18
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/womens,18
page_view,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google,18
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Speckled+Beanie+Grey,18
user_engagement,http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand,18
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Tudes+Thermal+Bottle,18
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Sherpa+Vest+Black,18
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+PNW+Campus+Mug,18
user_engagement,http://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/youtube,18
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Boulder+Campus+Zip+Hoodie,18
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Mural+Sticker+Sheet,18
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Lilac,18
user_engagement,shop.googlemerchandisestore.com/eco/android,18
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+NYC+Campus+Sticker,18
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Fun,18
scroll,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Unisex+Tee,18
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Electronics/Audio,18
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+FC+Longsleeve+Charcoal,17
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Grey+Tee,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Speckled+Beanie+Grey,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Laptop+Sleeve+Charcoal,17
select_item,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection,17
user_engagement,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google,17
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Boulder+Campus+Unisex+Tee,17
scroll,shop.googlemerchandisestore.com/storeitem,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Perk+Thermal+Cup,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Bike+Mini+Backpack,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Womens/Womens+T+Shirts,17
page_view,shop.googlemerchandisestore.com/Google Redesign/Accessories,17
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Crew+Striped+Athletic+Sock,17
first_visit,shop.googlemerchandisestore.com/Google Redesign/Accessories,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Flamingo+and+Friends+Tee+Blue,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Tote,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Bags/IamRemarkable+Tote,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Google+Pocket+Tee+Grey,17
scroll,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Google+Campus+Bike+Tote+Navy,17
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Pride+Eco-Tee+Black,17
page_view,shop.googlemerchandisestore.com/uft,17
page_view,shop.googlemerchandisestore.com/google+redesign/new/quickview,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Heathered+Pom+Beanie,17
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Kirkland+Campus+Mug,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Kirkland+Campus+Mug,17
page_view,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Tote,17
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cambridge+Campus+Unisex+Tee,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Bottle,17
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+PNW+Campus+Zip+Hoodie,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Small+Cable+Organizer+Blue,17
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Hero+Onesie+Grey,17
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Small+Cable+Organizer+Blue,17
page_view,shop.googlemerchandisestore.com/google+redesign/nest/nest-usa/quickview,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Grass+Green,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+PNW+Campus+Mug,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cambridge+Campus+Unisex+Tee,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Kirkland+Campus+Mug,17
user_engagement,shop.googlemerchandisestore.com/google+redesign/apparel/womens,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Small+Cable+Organizer+Blue,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Tudes+Thermal+Bottle,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Tote,17
page_view,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Mountain+View+Campus+Ladies+Tee,17
page_view,shop.googlemerchandisestore.com/Google+Redesign/Bags/IamRemarkable+Tote,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Iconic+4in+Decal,17
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Iconic+4in+Decal,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Bags/IamRemarkable+Tote,17
page_view,shop.googlemerchandisestore.com/platzi,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Boulder+Campus+Zip+Hoodie,17
scroll,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Stainless+Bent+Straw+and+Cleaner,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cambridge+Campus+Unisex+Tee,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Boulder+Campus+Unisex+Tee,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Electronics/Audio,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Unisex+T-Shirt,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Confetti+Pen+White,17
session_start,shop.googlemerchandisestore.com/Google Redesign/Accessories,17
session_start,shop.googlemerchandisestore.com/google+redesign/lifestyle/drinkware,17
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Tee+Green,17
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Fun,17
session_start,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Incognito+Techpack+V2,17
session_start,shop.googlemerchandisestore.com/Google+RMG+Redesign/Lifestyle/Mural+Food+Container,17
page_view,shop.googlemerchandisestore.com/Google+Redesign/ApparelGoogle+Beekeepers+Onesie+Pink,16
view_item,shop.googlemerchandisestore.com/Google+Redesign/ApparelGoogle+Beekeepers+Onesie+Pink,16
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Mountain+View+Campus+Ladies+Tee,16
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Land+and+Sea+Cotton+Cap+LS,16
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/hats/quickview,16
page_view,shop.googlemerchandisestore.com/google+redesign/apparel/google+twill+cap+charcoal,16
scroll,shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Small+Trace+Journal+Bl,16
page_view,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Neon+Coral,16
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Clear+Framed+Gray+Shades,16
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/ApparelGoogle+Beekeepers+Onesie+Pink,16
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Summer19+Crew+Grey,16
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Google+Jumbo+Print+Tee+White,16
page_view,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Red,16
page_view,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Youth+Tee+Green,16
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Large+Removable+Sticker+Sheet,16
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+LA+Campus+Mug,16
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+LA+Campus+Mug,16
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Medium+Pet+Collar+Blue+Green,16
view_item,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Medium+Pet+Collar+Blue+Green,16
view_item,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Emoji+Magnet+Set,16
session_start,shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Google+Kick+Ball,16
page_view,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+LA+Campus+Mug,16
user_engagement,shop.googlemerchandisestore.com/google+redesign/new/quickview,16
view_item,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Red,16
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Card+Holder,16
page_view,shop.googlemerchandisestore.com/eco/25oz+recycled+infuser+bottle,16
scroll,shop.googlemerchandisestore.com/google+redesign/shop+by+brand/youtube/quickview,16
user_engagement,shop.googlemerchandisestore.com/google+redesign/lifestyle/fun/windup+android,16
scroll,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Mural+Notebook,16
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Leather+Strap+Hat+Black,16
view_item,shop.googlemerchandisestore.com/BLM,16
scroll,shop.googlemerchandisestore.com/google+redesign/lifestyle/drinkware,16
scroll,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Pen+Black,16
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Clear+Framed+Yellow+Shades,16
view_item,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Neon+Coral,16
page_view,shop.googlemerchandisestore.com/Google+Redesign/bags/more+bags,16
first_visit,http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand/Google,16
page_view,shop.googlemerchandisestore.com/Google+Redesign,16
session_start,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Microfleece+Jacket+Black,16
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Boulder+Campus+Unisex+Tee,16
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Color+Block+Notebook,16
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+LA+Campus+Lapel+Pin,16
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Electronics,16
session_start,http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand/Google,16
page_view,http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand/Google,16
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Youth+Tee+Green,16
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Icon+Tee+Charcoal,15
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Electronics/Audio,15
page_view,shop.googlemerchandisestore.com/google redesign/apparel,15
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids/Kids+Infant,15
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Bot,15
session_start,shop.googlemerchandisestore.com/Google+Redesign/Small+Goods/Daddy+Works+at+Google+Book,15
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Unisex+Tee,15
page_view,shop.googlemerchandisestore.com/google+redesign/office/google+light+up+pen+yellow,15
page_view,shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Mountain+View+Campus+Bottle,15
page_view,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Google+Confetti+Accessory+Pouch,15
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Puff+Jacket+Black,15
session_start,shop.googlemerchandisestore.com/uft,15
first_visit,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Womens/Womens+T+Shirts,15
session_start,shop.googlemerchandisestore.com/Google+Redesign/Google+Land+and+Sea+Mug,15
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Austin+Campus+Bottle,15
scroll,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Techie+3D+Framed+Art,15
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Tee+Navy,15
view_item,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Stan+and+Friends+Youth+Tee+Green,15
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Medium+Pet+Collar+Blue+Green,15
user_engagement,shop.googlemerchandisestore.com/google+redesign/nest/nest-usa/quickview,15
view_item,shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Austin+Campus+Bottle,15
view_item,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Inverted+Umbrella,15
page_view,shop.googlemerchandisestore.com/google+redesign/accessories/stickers+and+decals/home,15
session_start,shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Grass+Green,15
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tonal+Tee+Spearmint,15
first_visit,shop.googlemerchandisestore.com/storeitem,15
scroll,shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Ladies+T-Shirt,15
user_engagement,shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Youth+Tee+Green,15
session_start,shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Hemp+Tote,15
user_engagement,shop.googlemerchandisestore.com/Google+Redesign,15
page_view,shop.googlemerchandisestore.com/eco/organic+me-to-we+tee,15
page_view,shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Inverted+Umbrella,15
scroll,shop.googlemerchandisestore.com/platzi,15
